epoch	metric	loss	iter	time	train_time	validation_time	epoch_time
26	0.6503	0.5199	5304	0.37 hr	32.46s	15.27s	47.75s
27	0.2474	0.5921	5508	0.38 hr	32.53s	15.27s	47.83s
28	0.7680	0.6182	5712	0.40 hr	32.61s	15.29s	47.91s
29	0.7949	0.6091	5916	0.41 hr	33.59s	15.27s	48.87s
30	0.6367	0.5523	6120	0.42 hr	34.34s	15.27s	49.63s
31	0.7800	0.5786	6324	0.44 hr	32.55s	15.28s	47.85s
32	0.6767	0.6697	6528	0.45 hr	32.63s	15.27s	47.92s
33	0.7594	0.4950	6732	0.46 hr	32.95s	15.28s	48.25s
34	0.7602	0.5526	6936	0.48 hr	32.49s	15.27s	47.78s
35	0.7633	0.5555	7140	0.49 hr	32.67s	15.28s	47.97s
36	0.7259	0.6202	7344	0.50 hr	32.74s	15.28s	48.03s
37	0.7566	0.4815	7548	0.52 hr	32.60s	15.26s	47.88s
38	0.8140	0.4233	7752	0.53 hr	32.74s	15.27s	48.03s
39	0.7558	0.5377	7956	0.54 hr	32.75s	15.28s	48.05s
40	0.6717	0.5666	8160	0.56 hr	32.54s	15.28s	47.84s
41	0.6556	0.5600	8364	0.57 hr	32.58s	15.28s	47.88s
42	0.7546	0.5360	8568	0.58 hr	32.65s	15.28s	47.95s
43	0.8077	0.4771	8772	0.60 hr	32.47s	15.28s	47.77s
44	0.8139	0.4874	8976	0.61 hr	32.58s	15.28s	47.88s
45	0.8090	0.4740	9180	0.62 hr	32.78s	15.28s	48.09s
46	0.8101	0.4375	9384	0.64 hr	32.64s	15.29s	47.95s
47	0.7488	0.4609	9588	0.65 hr	32.71s	15.28s	48.01s
48	0.7138	0.5724	9792	0.66 hr	32.54s	15.27s	47.83s
49	0.7180	0.6008	9996	0.68 hr	32.44s	15.27s	47.73s
50	0.7956	0.5000	10200	0.69 hr	32.70s	15.28s	48.00s
51	0.7704	0.5260	10404	0.71 hr	32.53s	15.29s	47.83s
52	0.7932	0.4721	10608	0.72 hr	32.55s	15.28s	47.85s
53	0.7638	0.5693	10812	0.73 hr	32.56s	15.26s	47.84s
54	0.8080	0.5008	11016	0.75 hr	32.42s	15.29s	47.73s
55	0.7877	0.4711	11220	0.76 hr	32.45s	15.28s	47.74s
56	0.7878	0.5112	11424	0.77 hr	32.62s	15.27s	47.92s
57	0.7233	0.5190	11628	0.79 hr	32.51s	15.27s	47.80s
58	0.7594	0.4655	11832	0.80 hr	32.61s	15.27s	47.91s
59	0.7902	0.4984	12036	0.81 hr	32.52s	15.26s	47.81s
60	0.8023	0.5200	12240	0.83 hr	32.40s	15.25s	47.67s
61	0.7993	0.4248	12444	0.84 hr	32.74s	15.28s	48.04s
62	0.7548	0.4644	12648	0.85 hr	32.72s	15.27s	48.01s
63	0.8105	0.4711	12852	0.87 hr	32.46s	15.28s	47.76s
64	0.8225	0.4364	13056	0.88 hr	32.63s	15.27s	47.92s
65	0.7795	0.4023	13260	0.89 hr	33.04s	15.33s	48.39s
66	0.6540	0.4799	13464	0.91 hr	32.43s	15.27s	47.72s
67	0.7939	0.4817	13668	0.92 hr	32.71s	15.28s	48.01s
68	0.8167	0.3922	13872	0.93 hr	32.86s	15.28s	48.16s
69	0.8287	0.3707	14076	0.95 hr	32.50s	15.28s	47.80s
70	0.7743	0.3935	14280	0.96 hr	32.58s	15.28s	47.87s
71	0.7900	0.4292	14484	0.97 hr	32.83s	15.29s	48.13s
72	0.7501	0.4735	14688	0.99 hr	32.50s	15.28s	47.80s
73	0.7988	0.4411	14892	1.00 hr	32.59s	15.27s	47.89s
74	0.8138	0.5675	15096	1.01 hr	32.80s	15.38s	48.20s
75	0.8054	0.4517	15300	1.03 hr	32.66s	15.26s	47.94s
76	0.7774	0.4384	15504	1.04 hr	32.56s	15.27s	47.85s
77	0.7888	0.4178	15708	1.05 hr	32.46s	15.28s	47.76s
78	0.8208	0.4207	15912	1.07 hr	32.65s	15.25s	47.92s
79	0.8293	0.4282	16116	1.08 hr	32.58s	15.27s	47.88s
80	0.7611	0.4378	16320	1.09 hr	32.43s	15.27s	47.72s
81	0.8265	0.4170	16524	1.11 hr	32.50s	15.28s	47.80s
82	0.8242	0.4018	16728	1.12 hr	32.55s	15.27s	47.84s
83	0.8300	0.4188	16932	1.13 hr	32.50s	15.28s	47.80s
84	0.8299	0.3698	17136	1.15 hr	32.70s	15.26s	47.98s
85	0.8231	0.3719	17340	1.16 hr	32.80s	15.26s	48.07s
86	0.8348	0.3462	17544	1.17 hr	32.57s	15.29s	47.87s
87	0.8186	0.3753	17748	1.19 hr	32.61s	15.27s	47.91s
88	0.8309	0.3445	17952	1.20 hr	32.52s	15.29s	47.82s
89	0.8307	0.3492	18156	1.21 hr	32.94s	15.28s	48.24s
90	0.7818	0.5003	18360	1.23 hr	32.55s	15.27s	47.84s
91	0.8211	0.4888	18564	1.24 hr	33.14s	15.27s	48.43s
92	0.8287	0.3957	18768	1.26 hr	32.48s	15.27s	47.78s
93	0.8342	0.3426	18972	1.27 hr	32.49s	15.27s	47.78s
94	0.8222	0.3548	19176	1.28 hr	32.71s	15.28s	48.01s
95	0.8125	0.4077	19380	1.30 hr	32.33s	15.28s	47.64s
96	0.8125	0.4556	19584	1.31 hr	32.58s	15.28s	47.88s
97	0.7876	0.4976	19788	1.32 hr	32.54s	15.28s	47.84s
98	0.8186	0.4075	19992	1.34 hr	32.44s	15.27s	47.73s
99	0.8349	0.3673	20196	1.35 hr	32.55s	15.27s	47.84s
100	0.8383	0.3396	20400	1.36 hr	32.43s	15.28s	47.73s
101	0.8364	0.3352	20604	1.38 hr	32.44s	15.26s	47.72s
102	0.8350	0.3395	20808	1.39 hr	32.71s	15.29s	48.03s
103	0.8370	0.3920	21012	1.40 hr	32.56s	15.30s	47.88s
104	0.8391	0.3635	21216	1.42 hr	32.69s	15.29s	47.99s
105	0.8347	0.3535	21420	1.43 hr	32.77s	15.27s	48.06s
106	0.8324	0.3283	21624	1.44 hr	32.66s	15.28s	47.96s
107	0.8402	0.3526	21828	1.46 hr	32.73s	15.27s	48.02s
108	0.8098	0.4216	22032	1.47 hr	32.96s	15.25s	48.22s
109	0.7815	0.4361	22236	1.48 hr	32.80s	15.28s	48.10s
110	0.8212	0.4298	22440	1.50 hr	32.74s	15.27s	48.03s
111	0.8126	0.3424	22644	1.51 hr	32.60s	15.26s	47.87s
112	0.8352	0.3677	22848	1.52 hr	32.43s	15.27s	47.72s
113	0.8287	0.3578	23052	1.54 hr	32.61s	15.27s	47.90s
114	0.8340	0.4196	23256	1.55 hr	32.60s	15.27s	47.89s
115	0.8358	0.3526	23460	1.56 hr	32.60s	15.28s	47.89s
116	0.8428	0.3300	23664	1.58 hr	32.55s	15.28s	47.85s
117	0.8416	0.3270	23868	1.59 hr	32.89s	15.28s	48.19s
118	0.8178	0.3555	24072	1.60 hr	32.45s	15.28s	47.75s
119	0.8360	0.3799	24276	1.62 hr	32.70s	15.27s	47.99s
120	0.8382	0.3411	24480	1.63 hr	32.75s	15.29s	48.05s
121	0.8413	0.3349	24684	1.64 hr	32.81s	15.28s	48.11s
122	0.8450	0.3213	24888	1.66 hr	32.64s	15.28s	47.94s
123	0.8449	0.3167	25092	1.67 hr	32.47s	15.28s	47.77s
124	0.8449	0.3157	25296	1.68 hr	32.67s	15.26s	47.94s
125	0.8461	0.3093	25500	1.70 hr	32.62s	15.28s	47.92s
126	0.8124	0.3841	25704	1.71 hr	32.50s	15.26s	47.77s
127	0.8229	0.3600	25908	1.73 hr	32.48s	15.27s	47.77s
128	0.8348	0.4072	26112	1.74 hr	32.63s	15.27s	47.92s
129	0.7985	0.3505	26316	1.75 hr	32.58s	15.27s	47.87s
130	0.7945	0.3448	26520	1.77 hr	32.50s	15.28s	47.80s
131	0.8259	0.3544	26724	1.78 hr	32.47s	15.26s	47.75s
132	0.8417	0.3562	26928	1.79 hr	32.39s	15.29s	47.70s
133	0.8387	0.3169	27132	1.81 hr	32.70s	15.27s	47.99s
134	0.8253	0.3192	27336	1.82 hr	32.51s	15.28s	47.81s
135	0.8461	0.3094	27540	1.83 hr	32.63s	15.27s	47.92s
136	0.8439	0.3041	27744	1.85 hr	32.62s	15.25s	47.88s
137	0.7577	0.3338	27948	1.86 hr	32.49s	15.28s	47.79s
138	0.8393	0.3185	28152	1.87 hr	32.45s	15.27s	47.74s
139	0.8280	0.3748	28356	1.89 hr	32.65s	15.29s	47.96s
140	0.8348	0.3595	28560	1.90 hr	32.71s	15.28s	48.01s
141	0.8356	0.3156	28764	1.91 hr	32.45s	15.27s	47.74s
142	0.8373	0.3389	28968	1.93 hr	32.78s	15.28s	48.08s
143	0.8323	0.3190	29172	1.94 hr	32.60s	15.37s	47.99s
144	0.8378	0.2993	29376	1.95 hr	32.40s	15.26s	47.68s
145	0.8372	0.3006	29580	1.97 hr	32.76s	15.28s	48.05s
146	0.8370	0.2981	29784	1.98 hr	32.40s	15.28s	47.70s
147	0.8372	0.2969	29988	1.99 hr	32.46s	15.28s	47.76s
148	0.8378	0.3008	30192	2.01 hr	32.75s	15.28s	48.04s
149	0.8396	0.2944	30396	2.02 hr	32.65s	15.26s	47.93s
150	0.8374	0.2980	30600	2.03 hr	32.42s	15.27s	47.71s
151	0.8428	0.2991	30804	2.05 hr	32.68s	15.27s	47.97s
152	0.8411	0.2902	31008	2.06 hr	32.56s	15.28s	47.86s
153	0.8410	0.2905	31212	2.07 hr	32.54s	15.27s	47.83s
154	0.8393	0.3010	31416	2.09 hr	32.76s	15.28s	48.06s
155	0.8398	0.2986	31620	2.10 hr	32.65s	15.28s	47.95s
156	0.8406	0.2845	31824	2.11 hr	32.60s	15.28s	47.90s
157	0.8404	0.2862	32028	2.13 hr	32.72s	15.27s	48.01s
158	0.8452	0.3271	32232	2.14 hr	32.66s	15.26s	47.94s
159	0.8404	0.3358	32436	2.15 hr	32.92s	15.27s	48.22s
160	0.8436	0.2960	32640	2.17 hr	32.56s	15.27s	47.85s
161	0.8376	0.3085	32844	2.18 hr	32.64s	15.27s	47.93s
162	0.8508	0.2949	33048	2.19 hr	32.68s	15.27s	47.97s
163	0.8518	0.2884	33252	2.21 hr	32.56s	15.28s	47.87s
164	0.8537	0.2880	33456	2.22 hr	33.50s	15.28s	48.79s
165	0.8514	0.2851	33660	2.23 hr	32.53s	15.26s	47.81s
166	0.8512	0.2833	33864	2.25 hr	32.57s	15.27s	47.86s
167	0.8318	0.3089	34068	2.26 hr	32.47s	15.28s	47.76s
168	0.8386	0.2966	34272	2.28 hr	32.57s	15.27s	47.86s
169	0.8394	0.2844	34476	2.29 hr	32.52s	15.26s	47.80s
170	0.8408	0.2833	34680	2.30 hr	32.54s	15.26s	47.83s
171	0.8543	0.3133	34884	2.32 hr	32.67s	15.28s	47.97s
172	0.8543	0.2867	35088	2.33 hr	32.77s	15.28s	48.07s
173	0.8553	0.2821	35292	2.34 hr	32.44s	15.24s	47.70s
174	0.8548	0.2805	35496	2.36 hr	32.56s	15.28s	47.86s
175	0.8560	0.2829	35700	2.37 hr	32.48s	15.28s	47.78s
176	0.8564	0.2766	35904	2.38 hr	34.16s	15.27s	49.45s
177	0.8565	0.2825	36108	2.40 hr	34.26s	15.28s	49.55s
178	0.8576	0.2787	36312	2.41 hr	32.39s	15.29s	47.70s
179	0.8564	0.2772	36516	2.42 hr	32.50s	15.28s	47.81s
180	0.8576	0.2716	36720	2.44 hr	32.69s	15.28s	47.99s
181	0.8583	0.2699	36924	2.45 hr	32.42s	15.29s	47.73s
182	0.8556	0.2730	37128	2.46 hr	32.57s	15.26s	47.85s
183	0.8563	0.2759	37332	2.48 hr	32.91s	15.28s	48.21s
184	0.8568	0.2723	37536	2.49 hr	32.45s	15.27s	47.74s
185	0.8575	0.2741	37740	2.50 hr	32.76s	15.28s	48.05s
186	0.8582	0.2863	37944	2.52 hr	32.75s	15.27s	48.04s
187	0.8586	0.2706	38148	2.53 hr	32.60s	15.27s	47.89s
188	0.8577	0.2723	38352	2.54 hr	32.51s	15.27s	47.80s
189	0.8556	0.2812	38556	2.56 hr	32.63s	15.26s	47.90s
190	0.8576	0.2885	38760	2.57 hr	32.46s	15.26s	47.74s
191	0.8580	0.2686	38964	2.58 hr	32.65s	15.26s	47.93s
192	0.8595	0.2653	39168	2.60 hr	32.72s	15.25s	47.99s
193	0.8578	0.2775	39372	2.61 hr	32.40s	15.26s	47.68s
194	0.8588	0.2786	39576	2.63 hr	32.51s	15.27s	47.80s
195	0.8592	0.2663	39780	2.64 hr	32.41s	15.30s	47.72s
196	0.8596	0.2726	39984	2.65 hr	32.34s	15.27s	47.63s
197	0.8591	0.2659	40188	2.67 hr	33.07s	15.26s	48.35s
198	0.8596	0.2664	40392	2.68 hr	32.38s	15.27s	47.67s
199	0.8596	0.2631	40596	2.69 hr	32.41s	15.27s	47.69s
200	0.8582	0.2781	40800	2.71 hr	32.62s	15.28s	47.92s
201	0.8598	0.2670	41004	2.72 hr	32.63s	15.27s	47.93s
202	0.8599	0.2636	41208	2.73 hr	32.40s	15.28s	47.71s
203	0.8604	0.2670	41412	2.75 hr	32.74s	15.28s	48.04s
204	0.8604	0.2657	41616	2.76 hr	32.49s	15.28s	47.79s
205	0.8604	0.2638	41820	2.77 hr	32.69s	15.26s	47.97s
206	0.8602	0.2650	42024	2.79 hr	32.84s	15.29s	48.15s
207	0.8609	0.2651	42228	2.80 hr	32.46s	15.28s	47.75s
208	0.8606	0.2613	42432	2.81 hr	32.61s	15.27s	47.90s
209	0.8601	0.2650	42636	2.83 hr	32.54s	15.28s	47.84s
210	0.8610	0.2658	42840	2.84 hr	32.62s	15.27s	47.91s
211	0.8606	0.2730	43044	2.85 hr	32.92s	15.27s	48.22s
212	0.8606	0.2610	43248	2.87 hr	32.59s	15.29s	47.90s
213	0.8604	0.2620	43452	2.88 hr	32.70s	15.27s	47.99s
214	0.8608	0.2619	43656	2.89 hr	32.52s	15.34s	47.88s
215	0.8612	0.2612	43860	2.91 hr	32.60s	15.27s	47.89s
216	0.8614	0.2643	44064	2.92 hr	32.52s	15.27s	47.82s
217	0.8614	0.2612	44268	2.93 hr	32.54s	15.25s	47.81s
218	0.8612	0.2588	44472	2.95 hr	32.57s	15.26s	47.85s
219	0.8615	0.2624	44676	2.96 hr	32.41s	15.28s	47.71s
220	0.8612	0.2679	44880	2.97 hr	32.61s	15.27s	47.90s
221	0.8614	0.2629	45084	2.99 hr	32.44s	15.28s	47.74s
222	0.8615	0.2607	45288	3.00 hr	32.74s	15.27s	48.02s
223	0.8618	0.2656	45492	3.01 hr	32.66s	15.28s	47.96s
224	0.8617	0.2571	45696	3.03 hr	32.42s	15.26s	47.70s
225	0.8619	0.2570	45900	3.04 hr	32.43s	15.27s	47.71s
226	0.8616	0.2612	46104	3.06 hr	32.72s	15.26s	48.01s
227	0.8619	0.2579	46308	3.07 hr	32.42s	15.27s	47.71s
228	0.8617	0.2597	46512	3.08 hr	32.61s	15.26s	47.89s
229	0.8619	0.2569	46716	3.10 hr	32.61s	15.26s	47.89s
230	0.8621	0.2645	46920	3.11 hr	32.44s	15.25s	47.71s
231	0.8619	0.2574	47124	3.12 hr	32.59s	15.27s	47.87s
232	0.8621	0.2608	47328	3.14 hr	32.87s	15.27s	48.16s
233	0.8622	0.2630	47532	3.15 hr	32.58s	15.27s	47.87s
234	0.8621	0.2537	47736	3.16 hr	32.69s	15.28s	47.99s
235	0.8622	0.2571	47940	3.18 hr	32.59s	15.27s	47.88s
236	0.8622	0.2592	48144	3.19 hr	32.61s	15.26s	47.89s
237	0.8622	0.2642	48348	3.20 hr	32.75s	15.27s	48.04s
238	0.8623	0.2638	48552	3.22 hr	32.58s	15.28s	47.87s
239	0.8623	0.2565	48756	3.23 hr	32.64s	15.28s	47.94s
240	0.8623	0.2600	48960	3.24 hr	32.80s	15.26s	48.08s
241	0.8623	0.2580	49164	3.26 hr	32.61s	15.29s	47.92s
242	0.8623	0.2595	49368	3.27 hr	32.64s	15.28s	47.94s
243	0.8623	0.2567	49572	3.28 hr	32.54s	15.26s	47.82s
244	0.8623	0.2591	49776	3.30 hr	32.66s	15.28s	47.96s
245	0.8624	0.2602	49980	3.31 hr	32.47s	15.28s	47.76s
246	0.8624	0.2591	50184	3.32 hr	32.57s	15.28s	47.87s
