epoch	metric	loss	iter	time	train_time	validation_time	epoch_time
75	0.7886	0.5051	15300	1.02 hr	32.41s	14.49s	46.93s
76	0.8248	0.3985	15504	1.04 hr	32.65s	14.48s	47.14s
77	0.8156	0.4731	15708	1.05 hr	32.78s	14.49s	47.29s
78	0.8027	0.3896	15912	1.06 hr	32.49s	14.61s	47.11s
79	0.5696	0.4665	16116	1.07 hr	32.74s	14.50s	47.26s
80	0.7636	0.4117	16320	1.09 hr	32.78s	14.52s	47.32s
81	0.8044	0.4139	16524	1.10 hr	32.68s	14.48s	47.18s
82	0.8269	0.3994	16728	1.11 hr	32.57s	14.48s	47.07s
83	0.7778	0.5578	16932	1.13 hr	32.69s	14.48s	47.19s
84	0.7948	0.4322	17136	1.14 hr	32.53s	14.50s	47.05s
85	0.7982	0.3930	17340	1.15 hr	32.64s	14.48s	47.14s
86	0.8032	0.4599	17544	1.17 hr	32.64s	14.50s	47.17s
87	0.7375	0.4881	17748	1.18 hr	32.67s	14.48s	47.17s
88	0.8197	0.4777	17952	1.19 hr	32.93s	14.53s	47.48s
89	0.8055	0.4305	18156	1.21 hr	32.59s	14.51s	47.12s
90	0.8290	0.3687	18360	1.22 hr	32.61s	14.51s	47.14s
91	0.8188	0.3919	18564	1.23 hr	33.15s	14.50s	47.67s
92	0.7365	0.3911	18768	1.25 hr	32.63s	14.51s	47.16s
93	0.8259	0.4333	18972	1.26 hr	32.48s	14.50s	47.00s
94	0.8182	0.4314	19176	1.27 hr	32.40s	14.52s	46.94s
95	0.8244	0.4799	19380	1.29 hr	32.62s	14.48s	47.11s
96	0.8131	0.4104	19584	1.30 hr	32.48s	14.50s	46.99s
97	0.8047	0.3999	19788	1.31 hr	32.54s	14.48s	47.03s
98	0.8245	0.3936	19992	1.33 hr	32.53s	14.48s	47.03s
99	0.8247	0.4448	20196	1.34 hr	32.47s	14.49s	46.98s
100	0.8054	0.4070	20400	1.35 hr	32.55s	14.49s	47.06s
101	0.6674	0.3872	20604	1.37 hr	32.67s	14.50s	47.18s
102	0.8287	0.4116	20808	1.38 hr	32.71s	14.51s	47.24s
103	0.8178	0.3514	21012	1.39 hr	32.68s	14.48s	47.18s
104	0.8318	0.3583	21216	1.40 hr	32.51s	14.52s	47.05s
105	0.8043	0.3622	21420	1.42 hr	32.85s	14.50s	47.38s
106	0.8055	0.3963	21624	1.43 hr	32.59s	14.48s	47.09s
107	0.8170	0.3505	21828	1.44 hr	32.63s	14.59s	47.24s
108	0.8247	0.3632	22032	1.46 hr	32.61s	14.48s	47.11s
109	0.8285	0.3742	22236	1.47 hr	32.54s	14.50s	47.06s
110	0.8294	0.4170	22440	1.48 hr	32.45s	14.51s	46.99s
111	0.8238	0.3717	22644	1.50 hr	33.18s	14.48s	47.67s
112	0.8252	0.3532	22848	1.51 hr	32.52s	14.49s	47.03s
113	0.8229	0.4410	23052	1.52 hr	32.48s	14.50s	47.01s
114	0.8348	0.3961	23256	1.54 hr	32.68s	14.49s	47.19s
115	0.8236	0.3404	23460	1.55 hr	32.85s	14.49s	47.36s
116	0.8226	0.3238	23664	1.56 hr	32.42s	14.48s	46.92s
117	0.8268	0.3301	23868	1.58 hr	32.79s	14.47s	47.28s
118	0.8276	0.3184	24072	1.59 hr	32.59s	14.48s	47.09s
119	0.7205	0.3546	24276	1.60 hr	32.74s	14.48s	47.24s
120	0.8216	0.4393	24480	1.62 hr	33.08s	14.48s	47.57s
121	0.8242	0.3890	24684	1.63 hr	32.64s	14.51s	47.16s
122	0.8218	0.3786	24888	1.64 hr	32.87s	14.50s	47.39s
123	0.8333	0.4074	25092	1.66 hr	32.73s	14.50s	47.25s
124	0.8308	0.3912	25296	1.67 hr	32.79s	14.49s	47.29s
125	0.8394	0.3519	25500	1.68 hr	32.44s	14.51s	46.97s
126	0.8354	0.3463	25704	1.70 hr	33.64s	14.51s	48.17s
127	0.8247	0.3338	25908	1.71 hr	32.87s	14.52s	47.41s
128	0.8272	0.3066	26112	1.72 hr	32.44s	14.46s	46.92s
129	0.8242	0.3144	26316	1.74 hr	32.58s	14.49s	47.09s
130	0.8245	0.3225	26520	1.75 hr	32.48s	14.51s	47.01s
131	0.8228	0.3242	26724	1.76 hr	32.55s	14.50s	47.07s
132	0.8266	0.3298	26928	1.78 hr	32.77s	14.50s	47.30s
133	0.8172	0.3768	27132	1.79 hr	32.72s	14.46s	47.20s
134	0.7584	0.3781	27336	1.80 hr	32.70s	14.50s	47.22s
135	0.8230	0.3900	27540	1.81 hr	32.60s	14.49s	47.10s
136	0.8262	0.3428	27744	1.83 hr	32.47s	14.49s	46.98s
137	0.8267	0.3124	27948	1.84 hr	32.75s	14.48s	47.24s
138	0.8274	0.3120	28152	1.85 hr	32.54s	14.49s	47.05s
139	0.8292	0.3224	28356	1.87 hr	32.61s	14.49s	47.12s
140	0.8312	0.3187	28560	1.88 hr	32.57s	14.46s	47.05s
141	0.8315	0.3068	28764	1.89 hr	32.68s	14.50s	47.20s
142	0.8323	0.3044	28968	1.91 hr	32.51s	14.52s	47.04s
143	0.8322	0.2957	29172	1.92 hr	32.63s	14.50s	47.15s
144	0.8318	0.3099	29376	1.93 hr	32.49s	14.48s	46.99s
145	0.8365	0.2904	29580	1.95 hr	32.76s	14.46s	47.23s
146	0.8340	0.2979	29784	1.96 hr	32.55s	14.46s	47.03s
147	0.8339	0.3024	29988	1.97 hr	32.49s	14.52s	47.03s
148	0.8248	0.3131	30192	1.99 hr	32.55s	14.49s	47.05s
149	0.8236	0.3178	30396	2.00 hr	32.81s	14.48s	47.31s
150	0.8306	0.3423	30600	2.01 hr	32.54s	14.49s	47.05s
151	0.8327	0.3149	30804	2.03 hr	32.53s	14.46s	47.01s
152	0.8302	0.3124	31008	2.04 hr	32.56s	14.48s	47.06s
153	0.8243	0.3194	31212	2.05 hr	32.47s	14.51s	47.00s
154	0.8270	0.3129	31416	2.07 hr	32.92s	14.49s	47.43s
155	0.8305	0.3294	31620	2.08 hr	32.60s	14.52s	47.14s
156	0.8282	0.2956	31824	2.09 hr	32.46s	14.51s	46.99s
157	0.8304	0.3218	32028	2.10 hr	32.56s	14.49s	47.08s
158	0.7629	0.3107	32232	2.12 hr	32.62s	14.50s	47.14s
159	0.8304	0.2992	32436	2.13 hr	32.65s	14.49s	47.17s
160	0.8345	0.3144	32640	2.14 hr	32.82s	14.52s	47.36s
161	0.8321	0.3072	32844	2.16 hr	32.48s	14.50s	47.00s
162	0.8342	0.3007	33048	2.17 hr	32.53s	14.49s	47.05s
163	0.8329	0.3153	33252	2.18 hr	32.70s	14.50s	47.21s
164	0.8358	0.2922	33456	2.20 hr	32.49s	14.47s	46.99s
165	0.8355	0.2828	33660	2.21 hr	32.77s	14.52s	47.31s
166	0.8356	0.2801	33864	2.22 hr	32.64s	14.50s	47.16s
167	0.8360	0.2943	34068	2.24 hr	32.60s	14.50s	47.12s
168	0.8444	0.2927	34272	2.25 hr	32.78s	14.53s	47.33s
169	0.8496	0.3111	34476	2.26 hr	32.71s	14.49s	47.23s
170	0.8390	0.3049	34680	2.28 hr	32.64s	14.50s	47.16s
171	0.8366	0.2830	34884	2.29 hr	33.17s	14.48s	47.67s
172	0.8377	0.2754	35088	2.30 hr	32.60s	14.51s	47.13s
173	0.8335	0.2904	35292	2.32 hr	32.50s	14.50s	47.02s
174	0.8360	0.2979	35496	2.33 hr	32.70s	14.48s	47.20s
175	0.8356	0.2885	35700	2.34 hr	32.78s	14.53s	47.33s
176	0.8349	0.2903	35904	2.36 hr	32.47s	14.50s	46.99s
177	0.8375	0.2769	36108	2.37 hr	32.57s	14.50s	47.10s
178	0.8370	0.2766	36312	2.38 hr	32.59s	14.49s	47.10s
179	0.8373	0.2876	36516	2.40 hr	32.72s	14.50s	47.24s
180	0.8373	0.3038	36720	2.41 hr	32.61s	14.51s	47.14s
181	0.8365	0.2827	36924	2.42 hr	32.58s	14.50s	47.10s
182	0.8354	0.2923	37128	2.44 hr	32.51s	14.50s	47.03s
183	0.8383	0.2839	37332	2.45 hr	32.57s	14.53s	47.12s
184	0.8382	0.2745	37536	2.46 hr	32.79s	14.51s	47.32s
185	0.8379	0.2702	37740	2.47 hr	32.84s	14.48s	47.34s
186	0.8379	0.2737	37944	2.49 hr	32.97s	14.48s	47.47s
187	0.8391	0.2720	38148	2.50 hr	32.51s	14.51s	47.03s
188	0.8388	0.2902	38352	2.51 hr	32.90s	14.49s	47.41s
189	0.8390	0.2810	38556	2.53 hr	32.60s	14.50s	47.12s
190	0.8394	0.2729	38760	2.54 hr	32.71s	14.50s	47.22s
191	0.8392	0.2750	38964	2.55 hr	32.61s	14.50s	47.13s
192	0.8399	0.2726	39168	2.57 hr	32.68s	14.48s	47.18s
193	0.8395	0.2674	39372	2.58 hr	32.48s	14.50s	47.00s
194	0.8397	0.2667	39576	2.59 hr	32.56s	14.48s	47.06s
195	0.8396	0.2666	39780	2.61 hr	32.58s	14.50s	47.09s
196	0.8400	0.2675	39984	2.62 hr	32.58s	14.51s	47.10s
197	0.8399	0.2835	40188	2.63 hr	32.48s	14.51s	47.00s
198	0.8406	0.2745	40392	2.65 hr	32.53s	14.50s	47.04s
199	0.8400	0.2702	40596	2.66 hr	32.48s	14.51s	47.01s
200	0.8406	0.2857	40800	2.67 hr	32.86s	14.49s	47.37s
201	0.8411	0.2665	41004	2.69 hr	32.49s	14.50s	47.01s
202	0.8415	0.2730	41208	2.70 hr	32.68s	14.48s	47.18s
203	0.8406	0.2702	41412	2.71 hr	32.79s	14.48s	47.30s
204	0.8413	0.2673	41616	2.73 hr	32.71s	14.58s	47.31s
205	0.8409	0.2620	41820	2.74 hr	32.63s	14.51s	47.15s
206	0.8406	0.2692	42024	2.75 hr	32.60s	14.50s	47.12s
207	0.8409	0.2630	42228	2.77 hr	32.63s	14.49s	47.14s
208	0.8415	0.2634	42432	2.78 hr	32.52s	14.50s	47.04s
209	0.8414	0.2746	42636	2.79 hr	32.62s	14.47s	47.12s
210	0.8415	0.2607	42840	2.80 hr	32.46s	14.50s	46.98s
211	0.8415	0.2640	43044	2.82 hr	32.50s	14.47s	46.99s
212	0.8421	0.2662	43248	2.83 hr	32.58s	14.50s	47.10s
213	0.8420	0.2660	43452	2.84 hr	32.53s	14.49s	47.04s
214	0.8423	0.2752	43656	2.86 hr	32.47s	14.50s	46.99s
215	0.8419	0.2873	43860	2.87 hr	32.83s	14.50s	47.36s
216	0.8418	0.2690	44064	2.88 hr	32.47s	14.49s	46.98s
217	0.8421	0.2721	44268	2.90 hr	32.94s	14.49s	47.45s
218	0.8419	0.2618	44472	2.91 hr	32.72s	14.49s	47.23s
219	0.8427	0.2707	44676	2.92 hr	32.67s	14.50s	47.19s
220	0.8426	0.2595	44880	2.94 hr	32.63s	14.47s	47.12s
221	0.8423	0.2624	45084	2.95 hr	32.73s	14.49s	47.24s
222	0.8423	0.2744	45288	2.96 hr	32.97s	14.49s	47.48s
223	0.8426	0.2583	45492	2.98 hr	32.63s	14.49s	47.14s
224	0.8427	0.2594	45696	2.99 hr	32.94s	14.47s	47.42s
225	0.8428	0.2592	45900	3.00 hr	32.64s	14.49s	47.15s
226	0.8429	0.2661	46104	3.02 hr	32.62s	14.50s	47.14s
227	0.8430	0.2649	46308	3.03 hr	32.49s	14.53s	47.04s
228	0.8428	0.2638	46512	3.04 hr	32.50s	14.50s	47.02s
229	0.8430	0.2729	46716	3.06 hr	32.67s	14.47s	47.17s
230	0.8428	0.2642	46920	3.07 hr	32.68s	14.59s	47.29s
231	0.8429	0.2630	47124	3.08 hr	32.57s	14.50s	47.09s
232	0.8431	0.2585	47328	3.10 hr	32.59s	14.49s	47.10s
233	0.8429	0.2630	47532	3.11 hr	32.64s	14.49s	47.16s
234	0.8430	0.2615	47736	3.12 hr	32.56s	14.49s	47.07s
235	0.8431	0.2582	47940	3.13 hr	32.63s	14.50s	47.15s
236	0.8430	0.2576	48144	3.15 hr	32.86s	14.52s	47.41s
237	0.8431	0.2566	48348	3.16 hr	32.55s	14.50s	47.07s
238	0.8430	0.2598	48552	3.17 hr	32.64s	14.50s	47.16s
239	0.8431	0.2609	48756	3.19 hr	32.65s	14.51s	47.18s
240	0.8430	0.2564	48960	3.20 hr	32.79s	14.46s	47.27s
241	0.8431	0.2658	49164	3.21 hr	32.61s	14.53s	47.15s
242	0.8431	0.2707	49368	3.23 hr	32.48s	14.49s	46.99s
243	0.8431	0.2589	49572	3.24 hr	32.73s	14.50s	47.25s
