epoch	metric	loss	iter	time	train_time	validation_time	epoch_time
178	0.8434	0.2715	36312	2.37 hr	32.47s	14.42s	46.91s
179	0.8398	0.2737	36516	2.38 hr	32.55s	14.40s	46.97s
180	0.8307	0.2655	36720	2.39 hr	32.90s	14.40s	47.31s
181	0.8307	0.2691	36924	2.41 hr	32.50s	14.45s	46.97s
182	0.8304	0.2668	37128	2.42 hr	32.63s	14.43s	47.08s
183	0.8310	0.2715	37332	2.43 hr	32.59s	14.44s	47.04s
184	0.8312	0.2651	37536	2.45 hr	32.59s	14.44s	47.05s
185	0.8305	0.2678	37740	2.46 hr	32.55s	14.42s	46.98s
186	0.8309	0.2709	37944	2.47 hr	32.60s	14.41s	47.03s
187	0.8315	0.2642	38148	2.49 hr	32.39s	14.43s	46.84s
188	0.8306	0.2729	38352	2.50 hr	32.53s	14.44s	46.99s
189	0.8375	0.2691	38556	2.51 hr	32.94s	14.50s	47.46s
190	0.8377	0.2728	38760	2.53 hr	32.64s	14.42s	47.08s
191	0.8437	0.2669	38964	2.54 hr	32.54s	14.45s	47.01s
192	0.8386	0.2663	39168	2.55 hr	32.64s	14.42s	47.08s
193	0.8388	0.2683	39372	2.56 hr	32.48s	14.44s	46.94s
194	0.8382	0.2635	39576	2.58 hr	32.80s	14.45s	47.26s
195	0.8383	0.2670	39780	2.59 hr	32.45s	14.44s	46.90s
196	0.8394	0.2643	39984	2.60 hr	32.93s	14.41s	47.36s
197	0.8376	0.2607	40188	2.62 hr	32.76s	14.44s	47.22s
198	0.8383	0.2593	40392	2.63 hr	33.16s	14.45s	47.64s
199	0.8426	0.2595	40596	2.64 hr	32.60s	14.44s	47.06s
200	0.8430	0.2593	40800	2.66 hr	32.60s	14.44s	47.06s
201	0.8426	0.2643	41004	2.67 hr	32.46s	14.42s	46.90s
202	0.8405	0.2600	41208	2.68 hr	32.53s	14.45s	47.00s
203	0.8405	0.2638	41412	2.70 hr	32.66s	14.42s	47.10s
204	0.8401	0.2665	41616	2.71 hr	32.48s	14.44s	46.94s
205	0.8373	0.2723	41820	2.72 hr	32.55s	14.44s	47.01s
206	0.8379	0.2566	42024	2.74 hr	32.57s	14.41s	47.00s
207	0.8376	0.2566	42228	2.75 hr	32.66s	14.44s	47.12s
208	0.8375	0.2584	42432	2.76 hr	32.64s	14.44s	47.10s
209	0.8379	0.2669	42636	2.78 hr	32.51s	14.56s	47.09s
210	0.8369	0.2603	42840	2.79 hr	32.44s	14.46s	46.91s
211	0.8378	0.2558	43044	2.80 hr	32.53s	14.46s	47.00s
212	0.8375	0.2612	43248	2.82 hr	32.67s	14.42s	47.11s
213	0.8376	0.2575	43452	2.83 hr	32.47s	14.46s	46.95s
214	0.8373	0.2587	43656	2.84 hr	32.74s	14.44s	47.20s
215	0.8380	0.2574	43860	2.85 hr	32.43s	14.42s	46.87s
216	0.8374	0.2538	44064	2.87 hr	32.46s	14.41s	46.89s
217	0.8377	0.2606	44268	2.88 hr	33.03s	14.43s	47.47s
218	0.8375	0.2528	44472	2.89 hr	32.67s	14.46s	47.15s
219	0.8375	0.2532	44676	2.91 hr	32.72s	14.42s	47.16s
220	0.8472	0.2591	44880	2.92 hr	32.93s	14.41s	47.36s
221	0.8467	0.2532	45084	2.93 hr	34.07s	14.42s	48.51s
222	0.8470	0.2638	45288	2.95 hr	32.90s	14.42s	47.35s
223	0.8461	0.2567	45492	2.96 hr	32.58s	14.45s	47.05s
224	0.8456	0.2522	45696	2.97 hr	32.44s	14.42s	46.88s
225	0.8458	0.2598	45900	2.99 hr	32.80s	14.42s	47.24s
226	0.8451	0.2550	46104	3.00 hr	32.60s	14.45s	47.07s
227	0.8443	0.2513	46308	3.01 hr	32.48s	14.44s	46.94s
228	0.8437	0.2518	46512	3.03 hr	32.73s	14.46s	47.20s
229	0.8443	0.2530	46716	3.04 hr	32.63s	14.45s	47.09s
230	0.8444	0.2477	46920	3.05 hr	32.47s	14.41s	46.90s
231	0.8442	0.2497	47124	3.07 hr	32.54s	14.46s	47.02s
232	0.8439	0.2536	47328	3.08 hr	32.45s	14.45s	46.93s
233	0.8440	0.2490	47532	3.09 hr	32.49s	14.46s	46.96s
234	0.8464	0.2531	47736	3.11 hr	33.09s	14.40s	47.50s
235	0.8461	0.2526	47940	3.12 hr	32.60s	14.48s	47.09s
236	0.8461	0.2505	48144	3.13 hr	32.51s	14.39s	46.91s
237	0.8461	0.2529	48348	3.15 hr	32.77s	14.41s	47.20s
238	0.8458	0.2509	48552	3.16 hr	32.64s	14.45s	47.12s
239	0.8457	0.2533	48756	3.17 hr	32.50s	14.43s	46.95s
240	0.8456	0.2635	48960	3.18 hr	32.52s	14.41s	46.96s
241	0.8455	0.2541	49164	3.20 hr	32.65s	14.50s	47.17s
242	0.8455	0.2518	49368	3.21 hr	32.97s	14.42s	47.41s
243	0.8455	0.2524	49572	3.22 hr	32.61s	14.46s	47.10s
244	0.8455	0.2529	49776	3.24 hr	32.46s	14.42s	46.90s
245	0.8455	0.2482	49980	3.25 hr	32.80s	14.44s	47.26s
246	0.8455	0.2523	50184	3.26 hr	32.61s	14.46s	47.09s
247	0.8455	0.2563	50388	3.28 hr	32.70s	14.44s	47.15s
248	0.8455	0.2513	50592	3.29 hr	32.56s	14.42s	47.00s
